时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-05-07,昆宇电源,先进制造,A轮,未透露,"兴旺投资, 光大控股, 易科汇资本, 中泰证劵(齐鲁证券), 人合资本, 前海母基金, 深创投",10000,先进制造、新能源、新能源,昆宇电源是一家应用储能系统商，专注于通信、电力、动力电池、数据中心、家用、船用等多领域应用储能系统的研发、制造和销售，为全球新能源领域提供产品支撑一体化解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-05-07,爱驰汽车AIWAYS,汽车交通,战略投资,数亿人民币,宁德时代,1820000,汽车交通、汽车制造、电动车,爱驰汽车AIWAYS是一家智能电动车制造商，通过运用线上和线下模式组合，以及研发后市场的资源整合，对消费群体提供产品与服务。主要面向普通消费阶层的产品，提倡智能化、电动化、电商化、共享化。,付强 创始人 付强，爱驰汽车创始人、总裁。哈尔滨工业大学技术经济与管理博士生，有资深管理和营销经验，曾推动一汽大众奥迪和上海大众斯柯达品牌在中国的发展。曾任北汽奔驰执行副总裁、沃尔沃汽车中国销售有限公司总裁兼CEO。 谷峰 联合创始人 谷峰，爱驰汽车联合创始人。上海财经大学研究生毕业，管理学博士，教授级高级会计师。曾历任上海汽车工业（集团）总公司财务部副经理、上海汽车集团股份有限公司财务部副经理、资本运营部执行总监、财务总监兼资本运营部执行总监、上海汽车投资管理有限公司总经理、上汽香港投资公司总经理、上汽集团CFO。 陈炫霖 董事长 陈炫霖，爱驰汽车董事长，上海中通瑞德投资集团有限公司董事长，兼任上海万象汽车制造有限公司董事长，目前执掌的中通瑞德投资集团（广微控股）是一家聚焦泛交通产业投资及产业运营的综合性集团，公司产业涉及汽车制造与商贸、通航产业及科技制造领域，主要产业公司为万象汽车、浙江中通控股、亚联公务机等。 张洋 CEO 张洋，爱驰汽车CEO。曾担任蔚来汽车产业发展副总裁等职务，拥有丰富的行业经验和资源。 展开全部 
2021-05-04,玫克生储能,先进制造,A轮,未透露,"香港X科技基金, 英诺天使基金",10000,先进制造、新能源、人工智能,玫克生储能起源起美国硅谷MakeSens公司，是一家由美国硅谷数据分析团队及华为硬件团队组成的专家团队，围绕电池软硬件具有先进技术研究能力的科技型公司。技术团队一直致力于锂电池全生命周期的检测、诊断和分析技术的研发与应用，以大数据及AI技术围绕电池全生命周期的智能化管理，通过自主研发的硬件终端智能化实现电池长寿、安全的高效管理。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-28,Gridtential,先进制造,战略投资,1200万美元,"硅谷银行Silicon Valley Bank, August Capital, 1955 Capital（领投）, ReneSola, East Penn Manufacturing, Crown Battery, Roda Group",39000,先进制造、新能源、电池,Gridtential Energy的双极电池技术Silicon Joule将熟悉的铅电池转变为功能强大，快速充电，持久的电动汽车，家庭和办公室能源。同时无缝集成到现有的电池制造和回收基础架构中。结果是一个高性能，低成本，可快速扩展的技术平台，该平台还消除了故障机制，延长了循环寿命，并从根本上改善了电源性能。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-28,绿霆动力,先进制造,战略投资,10亿人民币,蓝源资本,500000,先进制造、新能源、新能源,绿霆动力是一家专业研发、生产、制造、销售和服务各种固态动力锂电池的创新型高科技企业，致力于成为全球新能源应用领域一流解决方案提供商。绿霆动力坚持以“技术为根、服务为本、金融为翼、终端为王”的发展理念，铸就以动力和储能电池领域，材料、电芯、电池系统、电池回收二次利用等全产业链研发及生产制造的核心技术能力。整合产业链优势资源，服务新能源整车企业、零部件企业及终端客户，以解决行业后顾之忧。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-27,金羽新能,先进制造,Pre-A轮,数千万人民币,"方正和生投资, 腾午基金",15000,先进制造、新能源、环保,金羽新能是一家钛电池及其配套储能解决方案研发商，公司研制的高性能环保水系电池，产品的能量密度比铅酸电池要高，在温度-30度到50度的条件下可以稳定运行，产品可广泛应用在新能源汽车、电子产品以及电动摩托车等领域。,黄杜斌 CEO 北京大学博士和锂金属电池行业规范的起草人之一，对锂金属电池的制造工艺和商用条件有深刻的了解。 
2021-04-26,悦阳光伏,先进制造,战略投资,2420万人民币,阳光能源,12100,先进制造、新能源、电池,悦阳光伏主要产品为太阳能电池板，我公司专注于新能源光伏组件产品的研发、生产和应用，力求为清洁可再生能源创造优质产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-25,慧能泰,先进制造,A+轮,5000万人民币,"深圳高新投, 广发乾和, 微禾投资, 哇牛资本, 擎石投资, 广东昀升股权投资合伙企业（有限合伙）",25000,先进制造、集成电路、新能源,慧能泰是一家混合信号芯片开发商，专注于高性能模拟和混合集成电路开发的定义、开发和商业化推广，主营以为分为USB接口与电池管理系统和智能化数字控制能源转换系统两大类，旗下产品可应用于新能源管理、智能化LED调光控制等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-20,SolidEnergy,先进制造,D轮,1.39亿美元,"通用汽车（领投）, 祥峰投资Vertex, Applied Ventures, 尚颀资本, 天齐锂业, SK Holdings, 淡马锡Temasek",451750,先进制造、新能源、电池,SolidEnergy是新一代锂电池负极技术的开发者，专注于大幅提升锂电池的能量密度和安全性，可广泛应用于3C、动力电池领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-19,国鸿氢能,先进制造,战略投资,未透露,"润土投资, 国中创投-国家中小企业发展基金",50000,先进制造、新材料、电池,国鸿氢能是一家燃料电池生产商，公司主要产品包括氢燃料电池商用车、纯氢燃料备用电源、氢燃料电池电堆、燃料电池发动机等，产品广泛应用于各种车型、无人机、汽车交通、分布式电站等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-04-13,波兰新宙邦Capchem,先进制造,战略投资,2932万人民币,LG集团,19547,先进制造、新能源、中国人海外创业,波兰新宙邦Capchem是深圳新宙邦科技股份在波兰的子公司，是新宙邦在波兰年产4万吨锂离子电池电解液、5000吨NMP和5000吨导电浆项目的实施主体公司。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-30,润诚达,先进制造,B轮,数千万人民币,"雨辰投资（领投）, 睿智新基建",15000,先进制造、新能源、工业4.0,润诚达是集研发、生产、销售、运营于一体的新能源充电解决方案和SaaS服务提供商，为商业、住宅等公共空间以及充电站等场景提供“充电+储能+SaaS”的全栈式解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-26,福源热电,先进制造,战略投资,5亿人民币,华电国际,250000,先进制造、新能源、新能源,福源热电是一家热电服务商，主要承担开发区、商务区及部分城区的采暖供热任务和提供商务区集中供冷和生活热水供应服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-26,华电蒙东,先进制造,战略投资,10亿人民币,华电国际,500000,先进制造、新能源、新能源,华电蒙东是一家能源项目开发运营商，主要负责华电国际在蒙东区域（通辽、赤峰、兴安盟、呼伦贝尔）的风电以及火电、煤炭等相关能源产业项目的开发、建设、运营。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-26,楚睿智能,先进制造,A轮,6000万人民币,拥湾资产管理,30000,先进制造、新能源、新能源,楚睿智能是一家锂电池储能系统研发商，旗下CR锂电池储能系统（柜式）该系列产品是主要针对高端工业企业，数据中心等大功率用电场景而设计的高倍率、大功率储能系统，具有高稳定性、高安全性等特点，实时保障用户的电力需求。同时该系统配备的高精度BMS，能够完美实现对锂电池模块的管理，发挥锂电池储能的最大优势。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-25,Ubiquitous Energy,先进制造,战略投资,800万美元,ENEOS Holdings,26000,先进制造、新能源、新能源,Ubiquitous Energy是一家美国透明光伏技术开发商，其屡获殊荣的UE Power™是全球唯一真正透明的太阳能产品。利用太阳能的UE Power™是多种终端用品表面的无形电源。这种薄涂层能够涂抹于窗户玻璃表面，提供电力，提升能效，从视觉上看，这种窗户与市场上完全透明的标准窗户毫无区别。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-23,奇点能源,先进制造,天使轮,数千万人民币,中科创星,10000,先进制造、新能源、新能源,奇点能源致力于先进储能系统中核心技术研究和产品开发，为推动大规模清洁能源接入，实现全球碳中和目标，贡献行业领先的解决方案。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-22,潞光发电,先进制造,战略投资,5.83亿人民币,皖能电力,291500,先进制造、新能源、新能源,潞光发电是一家电力供应商，经营主要范围是建筑施工、建设、经营电厂；电力供应：销售电能、热能等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-15,祥邦科技,先进制造,A轮,未透露,"毅达资本, 创钰投资, 湖北高投",10000,先进制造、新材料、制造业,祥邦科技是国内封装胶膜领域的领导型企业之一。致力于研发，生产和销售光伏组件用封装胶膜，包括EVA，POE，白膜等胶膜产品。公司产品国际领先，远销欧美，东南亚，非洲等地区。尤其是在升级产品POE上，抢占市场先机，为国际公认品牌之一。公司产品已通过TUV、SGS、UL等专业检测机构检测认证，并通过ISO9001质量体系认证及14000环境体系认证。,曹祥来 创始人 祥邦科技董事长兼总经理。 
2021-03-11,H2Pro,先进制造,战略投资,未透露,"Breakthrough Energy Ventures, Horizons Ventures维港投资, 创新基金管理中心, 住友商事亚洲资本, 北京现代",325000,先进制造、新能源、新能源,H2Pro是一家以色列E-TAC水分解技术研发商，H2Pro的技术可帮助现代汽车降低制氢成本，从而降低消费者购买氢燃料的成本。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-09,Skeleton,先进制造,战略投资,未透露,日本丸红株式会社,325000,先进制造、新能源、新能源,Skeleton是一家爱沙尼亚超级电容器制造商，该款超级电池无需普通电池的冷却系统，从而避免尺寸过大，可以大大降低成本，并延长该系统的使用寿命。该款超级电池本质上可以充当充放电高峰期时的缓冲器。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-09,协鑫光电,先进制造,战略投资,数亿人民币,凯辉基金（领投）,150000,先进制造、新能源、新能源,协鑫光电是一家钙钛矿太阳能组件供应商，专注于钙钛矿太阳能组件的研发、生产，提供1m*2m尺寸的太阳能组件，提高钙钛矿电池的光电转化效率，降低太阳能电池的成本。,范斌 首席执行官 范斌，协鑫光电首席执行官 
2021-03-09,派恩杰,先进制造,天使轮,数千万人民币,创东方投资,15000,先进制造、集成电路、新能源,派恩杰是一家半导体功率器件设计研发商，致力于碳化硅与氮化镓功率器件的研制与产业化，可减少功率器件体积，广泛应用于服务器、通信基站电源、新能源汽车及电动汽车充电桩领域。,黄兴 创始人 黄兴，派恩杰创始人 
2021-03-08,智绿环保,汽车交通,B轮,数千万人民币,"元禾控股, 涌铧投资",60000,汽车交通、汽车零部件、汽车配件,智绿环保是一家新能源汽车电气系统供应商，公司专注于电动汽车领域大功率电子器件、高压连接、配电管理的技术研发、生产及提供整车系统的解决方案；服务从动力电池、驱动电机、三电技术到整车制造、充换电设施整个新能源汽车产业链。,"尹家彤 CEO 尹家彤，智绿chilye CEO，汽车工程学会电动汽车分会会员，国内早期从事电动汽车零部件的研发工作的专家之一，多项电动汽车行业标准的起草人；曾创立“多思达科技”，研发的电动汽车充电连接器在2010年占国内75%以上市场份额；个人申请专利超过15项。
 "
2021-03-05,Veir,先进制造,A轮,1000万美元,"Breakthrough Energy Ventures（领投）, Congruent Ventures, The Engine",32500,先进制造、新能源、新能源,Veir是一个美国蒸发式低温冷却技术平台，公司开发了一种使用高温超导体（HTS）进行电力传输的新方法，平台能够以较小的通行权增加在较低电压下传输的电量，从而将成本最低的可再生资源连接到需要的地方需要。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-03-04,基本半导体,先进制造,战略投资,未透露,博世中国,50000,先进制造、集成电路、新材料,基本半导体是中国第三代半导体行业领军企业，专业从事碳化硅功率器件的研发与产业化，基本半导体掌握国际领先的碳化硅核心技术，研发覆盖碳化硅功率器件的材料制备、芯片设计、制造工艺、封装测试、驱动应用等产业全链条，先后推出全电流电压等级碳化硅肖特基二极管、通过工业级可靠性测试的1200V碳化硅MOSFET、车规级全碳化硅功率模块等系列产品，性能达到国际先进水平，应用于新能源、电动汽车、智能电网、轨道交通、工业控制、国防军工等领域。,和巍巍 创始人  和巍巍，基本半导体创始人、总经理。和巍巍博士是国内电力电子行业知名专家，中国半导体行业协会理事，国家科技部、深圳市科创委专家评委，深圳市海外高层次人才。和巍巍博士本科毕业于清华大学电机工程系，获得剑桥大学工程系电子电子专业博士学位。他在电力电子器件、驱动及应用方面造诣深厚，是目前国内少数同时掌握碳化硅领域核心技术并具有丰富产业化经验的专业人士。 
2021-02-26,Nyobolt,先进制造,A轮,1000万美元,"IQ Capital（领投）, Cambridge Enterprise",32500,先进制造、新能源、新能源,Nyobolt是一家英国高功率电池技术开发商，利用铌基负极材料开发了专有工艺，以制造可提供高功率的电池，快速充电和高能量。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-26,锂威能源,先进制造,战略投资,124万人民币,欣旺达,620,先进制造、新能源、新能源,锂威能源是一家聚合物锂离子电芯及材料研发商，集聚合物锂离子电芯及材料的研发、制造、销售于一体。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-25,蜂巢能源,先进制造,A轮,35亿人民币,"中银投资（领投）, 国投招商（领投）, 金融街投资集团, 先进制造产业投资基金, IDG资本, 凯辉基金, 海通开元, 德载厚资本, 长城控股, 常州创投, 浙大九智, 湖州铃轩",1750000,先进制造、新能源、电池,蜂巢能源前身是长城汽车动力电池事业部，是一家电动电池研发生产商，专注于锂离子动力电池及其正极材料、储能电池等方面的开发和销售，为用户提供新能源汽车充电桩、电池利用回收等产品解决方案。,唐海锋 董事长 唐海锋，蜂巢能源创始人、董事长。现任长城汽车股份有限公司副总裁兼任蜂巢易创科技有限公司董事长、蜂巢能源科技有限公司董事长、未势能源科技有限公司董事长，拥有20余年汽车及核心零部件开发与管理经验，在研发、项目管理及企业运营等方面均有自己独特的管理风格。 杨红新 总经理 杨红新，蜂巢能源总裁、总经理。2003年加入长城汽车，历任长城汽车技术中心副主任、长城汽车动力电池事业部总经理等职，全面负责新能源三电系统开发，EV、PHEV整车开发。 
2021-02-18,喀什安德光电,先进制造,天使轮,400万人民币,山东章鼓,2000,先进制造、新能源、电池,喀什安德光电致力于新型半固态、固态电解质膜的开发和应用，目前已经完成半固态、固态电解质膜前期验证性开发，并对使用新型电解质膜的锂电池进行了测试。,王卫斌 总经理 王卫斌，喀什安德光电创始人、总经理。 
2021-02-09,长虹能源,先进制造,IPO上市,未透露,,50000,先进制造、新能源、电池,长虹能源是一家电池研发商，产品包括碱性电池、锂电池、碳性电池、纽扣电池、充电电池、插排产品、能源产品等，广泛应用于工业、商业、军工、民用、出口等领域，同时公司为用户提供相关服务与技术支持等。,莫文伟 董事长 莫文伟，四川长虹新能源科技股份有限公司董事长。 
2021-02-09,NexWafe,先进制造,B轮,1000万欧元,"Saudi Aramco Energy Ventures, Bantina Invest Limited, Lynwood Schweiz AG, GAP Technology Holding, Fraunhofer",39000,先进制造、新能源、新能源,NexWafe是一家单晶硅晶圆制造商，为太阳能电池生产商提供高质量的晶圆。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-05,春藤物联,先进制造,战略投资,未透露,德朗能,50000,先进制造、新能源、新能源,春藤物联由动力电池Pack、电池管理系统（BMS）、换电系统研发制造，锂电池数据分析处理，低功耗物联网智慧 社区应用等领域行业精英组建而成，致力于为社区用户提供一个集充电、换电、电池入户预警、社区智慧消防应用等为一体的运营平台---MOSS智慧社区平台。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-02-03,华人运通,汽车交通,战略投资,数亿人民币,中保投资,150000,汽车交通、汽车制造、汽车交通,华人运通是一家新能源汽车及核心零部件研发商，主要从事新能源汽车及核心零部件系统研发、销售，新能源和智能及自动驾驶汽车相关领域技术的研究开发等。,丁磊 董事 丁磊，乐视汽车联合创始人。曾担任上汽集团副总裁、上海通用汽车总经理、上海市浦东新区副区长。大学毕业后就加入了上汽集团，1995年参与上海通用成立筹备工作，2002年参与了上汽收购罗孚资产的工作。2004年起，出任上汽集团自主品牌项目组商务副总，2005年1月成为上海通用汽车总经理。曾任乐视超级汽车联合创始人。 
2021-02-01,Social Energy,先进制造,战略投资,数百万美元,CarVal Investors,9750,先进制造、新能源、新能源,Social Energy是一家英国住宅能源整合商，专门为居民用户提供低成本的能源。该公司出售太阳能和金霸王家用电池系统，然后使用基于人工智能的计量系统“ Social Energy Hub”汇总其输出。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-29,玉汉尧,先进制造,战略投资,未透露,华夏幸福,50000,先进制造、新能源、新能源,玉汉尧是一家力电池及高端3C电子用锂电正极材料研发商，是以新材料改性技术为特色的车用动力电池及高端3C电子用锂电正极材料研发、生产、销售为主的绿色循环高科技公司，主要产品为改性三元正极材料和改性复合导电浆料，应用于锂离子电池的生产。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-28,合肥昱驰,先进制造,天使轮,1000万人民币,合肥高新大唐产业基金,5000,先进制造、智能装备、新材料,合肥昱驰是一家中国磁悬浮分子泵及真空高端装备商，磁悬浮复合分子泵是集成电路、平板显示、新能源、新材料、航空航天等领域的核心设备，长期由国外公司垄断。合肥昱驰将航天领域磁悬浮技术在工业产品上实现转化应用，目前正处于产业化发展阶段。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-28,KeraCel,先进制造,A轮,1400万美元,Musashi Seimitsu Industry Co.， Ltd.,45500,先进制造、新能源、新能源,KeraCel是美国一家美国固态电池生产商，致力于为汽车及摩托车市场开发安全高能电池，其电池中使用的固体材料是陶瓷。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-27,华友钴业,先进制造,IPO上市后,18亿人民币,"亿纬锂能, 西藏亿纬控股",900000,先进制造、新材料、新材料,华友钴业是一家锂电新能源材料研发制造商，专注于锂电新能源材料制造、钴新材料深加工以及钴、铜有色金属采、选、冶，主要产品为锂电正极材料前驱体、钴的化学品以及铜镍金属。,陈雪华 董事长 陈雪华，浙江华友钴业股份有限公司董事长 
2021-01-27,零跑科技,汽车交通,B轮,43亿人民币,"国投创益, 涌铧投资, 合肥市政府, 浙大九智",2200000,汽车交通、汽车制造、汽车交通,零跑科技是一家电动汽车研发生产商，致力于研发环保、安全、科技的新能源汽车，公司业务范围涵盖三电系统开发、电动汽车整车研发、生产与销售，并提供基于云计算的车联网解决方案。,朱江明 董事长 朱江明，浙江零跑科技有限公司董事长，毕业于浙江大学信息与电子工程学系，本科学历；工程师。2008年1月至2010年5月任杭州摩托罗拉科技有限公司业务运营总监、总经理。2001年3月创立了大华股份，现任浙江大华技术股份有限公司常务副总裁；2011年2月至今任蓝联科技董事长；零跑科技董事长。曾荣获杭州市2003-2004年度先进科技工作者称号；2006年被浙江省安全技术防范行业协会聘任为“浙江省安全技术防范行业专家”。 
2021-01-26,锦艺新材料,先进制造,战略投资,未透露,哈勃投资(华为旗下),50000,先进制造、新材料、新材料,锦艺新材料致力于提供高端无机非金属粉体新材料应用解决方案，是一家集研发、生产、销售、技术服务为一体的国家级高新技术企业。公司聚焦客户关注的压力和挑战，挖掘无机非金属材料的潜能，通过独有的核心技术和核心优势，融合各种有机材料，提供优异功能和低成本分体解决方案，大力拓展在新能源、新材料、环保节能等快速发展领域的应用。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-25,泰吉诺,先进制造,A+轮,未透露,毅达资本,10000,先进制造、新材料、新材料,泰吉诺旨在提供芯片层级用电子材料整体解决方案，专注于研发、制造、销售高端导热界面材料（TIM1、TIM1.5&TIM2）、导热吸波复合材料，为客户提供一体化解决方案，解决电子行业产品“热点”及“痛点”问题，产品包含导热垫片、导热绝缘片、导热单/双组份凝胶、导热脂、导热相变化材料、液态金属材料、导热吸波复合材料，产品广泛应用于电信、数据通讯、手机、计算机、通用电子装置、网络设备、航空航天、国防、汽车电子以及医疗设备等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-22,京浜光电,先进制造,Pre-IPO,未透露,三行资本（领投）,0,先进制造、新材料、新材料,京浜光电是一家真空镀膜光学制品制造商，从事光学产品开发、设计到制作精密光学滤光片及反射镜等制品。主要制品有智能手机用红外截止滤光片、数码单反相机用滤光片、复印机/投影仪/扫描仪用光学反射镜片和滤光片、太阳能用高反射镜片、光盘用滤光片、激光用光学镜片；以及智能手机触摸屏、液晶ITO导电膜镜片等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-21,蓝谷智慧能源,先进制造,A+轮,3亿人民币,"宁德时代, 北汽产投, SK新能源",180000,先进制造、新能源、大公司新产品,蓝谷智慧能源成立于2016年，是北汽蓝谷旗下唯一从事换电及动力电池梯次利用业务的国家级高新技术企业。业务覆盖智能换电站的研发制造与建设运营和动力蓄电池梯次利用的溯源生产与租售运营。其中换电业务主要为出租车、网约车用户提供高效服务；动力蓄电池梯次利用业务主要为各大赛事及应急充电场景提供保电服务，以及为全国各地外卖、快递市场提供电池包租售服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-19,南网能源,传统制造,IPO上市,10.6亿人民币,,530300,传统制造、环保、环保,南网能源是一家综合型能源业务服务提供商，公司主营“3+N”业务，即“节能服务、新能源、分布式能源与能源综合利用”3大业务，以及“售电、电动汽车、碳交易、互联网+能源服务”等N个新型业务，具备全国3项节能服务的5A级最高评级。,秦华 董事长 秦华，南度度董事长。 
2021-01-18,Adani Green Energy,先进制造,IPO上市后,数千万美元,total,97500,先进制造、新能源、新能源,Adani Green Energy是一家印度可再生能源开发商，公司开发和运营维护公用事业及太阳能和风电场项目。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-01-18,天能股份,先进制造,IPO上市,48.7亿人民币,,7780600,先进制造、新能源、新能源,天能股份是一家新能源电池提供商，致力于电动车全产业链服务。公司旗下拥有小电驴商城和小电驴快修两大核心业务，提供基于移动互联网的电动车行业服务方案，并依托以客户为核心的O2O服务平台，通过线上线下互融共生的运营模式，为电动车和配件厂商提供多门店管理、会员管理、品牌推广、精准营销等运营解决方案。,张天任 董事长 张天任，小电驴快修董事长。 
2021-01-18,天仁微纳,先进制造,战略投资,数千万人民币,聚源资本-中芯聚源,15000,先进制造、新材料、新材料,天仁微纳是世界领先的微纳加工设备和解决方案提供商。我们专注于纳米加工领域，尤其是纳米压印技术。公司的核心竞争力是为客户提供纳米压印整体解决方案。产品与服务涵盖纳米压印相关的设备、模具、材料、工艺以及生产咨询服务。我们致力于拓展纳米压印技术在创新产品领域的应用，例如发光二极管(LEDs)、微纳机电系统(MEMs/NEMs)、虚拟现实和增强现实光波导(AR Waveguides)、3D传感、生物芯片、显示以及太阳能等。,冀然 创始人 冀然，天仁微纳创始人、董事长。冀然2000年从北京科技大学本科毕业后，选择奔赴德国亚琛工业大学留学深造。他师从欧洲纳米压印之父Kurz教授，研究纳米压印设备与材料，自此与该行业结下不解之缘。2004年硕士毕业后，冀然来到德国哈雷马普微结构物理研究所攻读博士，并在毕业后加入丹麦纳米压印模版制造商。2008年，世界半导体设备领头羊公司德国慕尼黑苏斯公司向冀然发出邀请函，担任纳米压印技术首席专家，主要负责纳米压印设备开发与市场推广。2015年冀然回国创业。 
2021-01-16,芯石半导体,先进制造,战略投资,1.68亿人民币,英唐智控,42000,先进制造、集成电路、新能源,芯石半导体是一家半导体功率器件研发商，主营产品：全系列肖特基二极管（SBD）、快恢复二极管（FRED）、场效应晶体管（MOSFET）碳化硅肖特基二极管 (SiC SBD)、绝缘栅双极型晶体管(IGBT)等器件及芯片。产品广泛应用于照明、通讯、计算机、家电、新能源汽车及充电装置、新能源发电及其它高功率电源等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
